PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
08Uml,6k1/1P3p1p/1r6/4b1p1/8/1Q1p4/3BqPPP/3R2K1 w - - 1 34,b3b6 e2d1 d2e1 d1e1,744,93,72,246,endgame fork hangingPiece mate mateIn2 short,https://lichess.org/0ilepqLh#67,
08VCE,r6R/ppknb3/2p1p1Q1/q5B1/3P1P2/8/PPP5/2K5 w - - 3 25,h8a8 a5e1,694,100,95,312,endgame master mate mateIn1 oneMove,https://lichess.org/4ExqazQr#49,
08VjP,r3r3/3k4/p1p5/R2b4/3B1R2/6PP/1P3P2/6K1 w - - 3 33,b2b4 e8e1 g1h2 e1h1,667,97,83,791,endgame mate mateIn2 operaMate short,https://lichess.org/IBoy02gn#65,
08XQI,8/5p1r/8/3N4/8/2P3k1/r7/4RKN1 w - - 0 45,d5f6 a2f2,763,103,93,472,endgame epauletteMate master mate mateIn1 oneMove,https://lichess.org/7bGkYwSo#89,
08XzM,r1bqkb1r/p1p1pppp/8/1N1P4/Q1Pn4/8/PPn2PPP/R1BK1BNR b kq - 2 9,c2a1 b5d6,700,90,89,1615,discoveredCheck doubleCheck mate mateIn1 oneMove opening,https://lichess.org/GYTR3jqI/black#18,Scandinavian_Defense Scandinavian_Defense_Kiel_Variation
08YU6,2r2rk1/5pp1/p3p2p/Pq1pP3/3P4/4nN2/Q4PPP/1R4K1 w - - 0 26,b1b5 c8c1 f3e1 c1e1,663,89,87,67,endgame kingsideAttack mate mateIn2 short,https://lichess.org/I6LQdr8i#51,
08az4,3r2r1/pppQ2R1/4P2k/2b5/6P1/1P6/PBn3PP/RN5K w - - 1 20,d7f7 d8d1 f7f1 d1f1,731,77,82,230,backRankMate mate mateIn2 middlegame short,https://lichess.org/l1BBuKlh#39,
08b7I,2r4r/1p3kp1/p2Bp3/3p1p1q/3P2p1/2P1Q2P/PP3PP1/4R1K1 b - - 1 32,g4h3 e3e6,676,84,82,243,endgame mate mateIn1 oneMove,https://lichess.org/GqVnKr58/black#64,
08biN,r3k2r/ppp2ppp/3b4/3p4/6nq/3BPP2/PPP1QP1P/R1B2RK1 w kq - 1 12,f3g4 h4h2,792,95,90,904,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/UEVXwNWp#23,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation
08dim,rn4k1/p3qp1p/b2p2p1/2pP4/4r3/2P1BN1P/P1Q2PP1/R3K2R w KQ - 4 16,f3d2 e4e3 f2e3 e7e3,790,112,82,121,crushing middlegame short,https://lichess.org/YooBLAx9#31,Benoni_Defense Benoni_Defense_Classical_Variation
08ePM,8/5p1k/1p4p1/2p1Q2p/2P4P/1P3P2/r2q2P1/5R1K w - - 2 35,e5f6 d2g2,682,82,78,214,endgame master mate mateIn1 oneMove,https://lichess.org/DfkrRY3i#69,
08eZr,r1b1r2k/ppp4p/6p1/5nB1/2B5/P1P5/2P2KPP/R6R b - - 2 19,f5d6 g5f6,780,86,92,111,doubleBishopMate mate mateIn1 middlegame oneMove,https://lichess.org/ENyOD1Bq/black#38,
08g7q,3q2k1/p1Q2ppp/1p6/2p5/8/1P5P/P4PP1/4R1K1 b - - 0 24,d8c7 e1e8,684,123,54,20,backRankMate endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/r61m8JMl/black#48,
08gJC,4r1k1/p6p/1p2q1p1/2pp4/6P1/1P1P1P2/P1Q1P3/2b1KR2 w - - 0 34,c2c1 e6e2,727,121,60,35,endgame mate mateIn1 oneMove,https://lichess.org/nIn8F4GZ#67,
08hwn,4k3/3n3r/p5R1/1p3p1p/1Bp5/P1P2p1P/2P2KP1/8 w - - 0 27,f2f3 d7e5 f3f4 e5g6,706,115,67,48,crushing endgame fork short,https://lichess.org/TE8CeaWL#53,
08is2,r1bqk2r/3p1ppp/p1N1p1n1/1p6/1b2P3/2N1BP2/PPPQ2PP/2KR1B1R b kq - 0 10,d7c6 d2d8,628,85,85,62,mate mateIn1 middlegame oneMove,https://lichess.org/JKy1TdLt/black#20,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
08kXh,8/4k3/4p3/3nP1p1/1pKP2Pp/5R1P/8/8 w - - 6 42,f3f1 d5e3 c4b4 e3f1,649,113,54,32,crushing endgame fork short,https://lichess.org/Uw1R2gV4#83,
08kcP,8/p4rkp/7r/3Qppq1/2P5/1P3PP1/P5P1/R2R1B1K w - - 1 27,h1g1 g5e3,762,102,97,827,mate mateIn1 middlegame oneMove,https://lichess.org/cd1zrsyz#53,
08kv0,6rk/1p4r1/7p/2Pbbp2/1P1p4/P2B1P1P/1R1N4/4RK2 w - - 6 41,e1e5 g7g1 f1f2 g8g2,793,90,96,915,blindSwineMate mate mateIn2 middlegame short,https://lichess.org/ibptoyU0#81,
08mY3,6k1/p2N2p1/2n4p/8/4pp2/r7/6PP/2R4K w - - 0 33,c1c6 a3a1 c6c1 a1c1,645,122,54,32,backRankMate endgame mate mateIn2 short,https://lichess.org/dzudoM0k#65,
08n0n,r3Nr2/5p1p/1p4p1/p2p1pq1/3P1k2/1PP2PPQ/5K2/4R3 b - - 0 38,g5g3 h3g3,708,109,95,689,endgame mate mateIn1 oneMove,https://lichess.org/WTzuH6z9/black#76,
08nsy,1r1r2k1/3q1pp1/7p/p2p4/1bPQn3/4PN1P/RB3PP1/5RK1 b - - 4 27,a5a4 d4g7,710,108,90,453,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/XStpCLoA/black#54,
08oBe,r2qk2r/1p2nppp/p1n1p2b/3p4/3P4/P1NQ1N2/1PB2PPP/R4RK1 b kq - 5 13,e8g8 d3h7,653,112,75,38,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/LyzyOUCb/black#26,Saragossa_Opening Saragossa_Opening_Other_variations
08oXh,2r3k1/5ppp/3Q4/p3n1P1/1p2PR1P/P1P1q3/1P6/1K1R4 b - - 2 27,e3f4 d6d8 c8d8 d1d8,676,93,86,660,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/OkszFYeW/black#54,
08p4U,6Qk/4R1pp/p3p3/1pq3r1/8/P1P1P2P/1P3RP1/6K1 b - - 0 35,h8g8 e7e8 c5f8 f2f8,699,95,88,452,endgame master mate mateIn2 queenRookEndgame short,https://lichess.org/eXWK141t/black#70,
08qEM,2rR2k1/bbr2ppp/p3p3/8/4Pq2/2P2N2/PPB1QPPP/3R2K1 b - - 12 25,c8d8 d1d8,654,121,93,184,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/URYsuMrH/black#50,
08qnK,5rk1/r7/p1n3NQ/1p1p4/8/8/P1P3PP/1R3q1K w - - 2 32,b1f1 f8f1,795,95,80,30,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/v2bRuVY1#63,
08rEW,r2r3k/1p3ppp/p1n2q2/8/1b1pQ1bP/1P1B1N2/PBP2PP1/1K1R3R b - - 2 17,g4f3 e4h7,766,95,96,884,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/xZhb8U3q/black#34,Sicilian_Defense Sicilian_Defense_Closed
08rSa,rn3rk1/pbpp2pp/1p2pnq1/5p2/2PP4/P1PBPN2/1B3PPP/R2Q1RK1 w - - 7 11,f3e5 g6g2,630,102,85,358,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/AlKlFMua#21,English_Opening English_Opening_Agincourt_Defense
08rTq,r6r/ppp1k1q1/2n2n2/8/4Np1p/2P2N1b/PPBQ1PP1/R4RK1 w - - 0 18,e4f6 g7g2,741,105,93,477,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Q8OQYJqY#35,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
08sUm,r1r4k/4qpp1/n3B2p/1pppP2P/2nP1N2/P2R2P1/2Q2P2/R5K1 b - - 0 31,f7e6 f4g6 h8g8 g6e7,717,100,77,214,crushing fork middlegame short,https://lichess.org/Au86FqOs/black#62,
08sVs,3r2k1/p4ppp/1pp1r3/n7/2N1P1K1/5P2/6PP/R2R4 b - - 4 33,a5c4 d1d8 e6e8 d8e8,680,92,83,60,backRankMate endgame hangingPiece mate mateIn2 short,https://lichess.org/mljRsu0u/black#66,
08svO,r1bqkbnr/1p1p1pp1/p6p/2pQ4/2B1P3/8/PPP2PPP/RNB2RK1 b kq - 1 8,g8f6 d5f7,699,90,71,132,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/8QbTXUDS/black#16,Italian_Game Italian_Game_Other_variations
08t3k,2Q5/7p/7P/3p2p1/5pP1/2K2P2/kp6/8 b - - 0 51,b2b1q c8a6,617,91,80,483,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/3pp02Zyr/black#102,
08tEX,2rr2k1/pp3pp1/5b1p/3q4/2PPR3/P2Q1P2/1B4PP/4R1K1 b - - 0 24,c8c4 e4e8 d8e8 e1e8,711,78,83,140,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/jwJTtp5v/black#48,
08uPX,5r2/4r1kp/3pP1p1/8/1pB1p3/pP1nR3/P2N3R/K7 w - - 1 35,d2e4 f8f1 e3e1 f1e1,741,80,74,265,mate mateIn2 middlegame short,https://lichess.org/jJWga26l#69,
08vIs,2r3k1/4n2p/1q2p1pQ/1p2P3/p7/2PB3P/P4RP1/6K1 b - - 0 25,c8f8 h6f8,790,94,96,884,endgame mate mateIn1 oneMove,https://lichess.org/SuS7vxnL/black#50,
08w3m,8/1p4k1/p1q5/2p4Q/3p2P1/3P2r1/PPP5/R4RK1 w - - 1 30,g1h2 c6g2,767,97,99,1226,endgame mate mateIn1 oneMove,https://lichess.org/0EX8IEkp#59,
08wBc,2rq1rk1/1b3pp1/p1nb1n1p/1p1Np1N1/1P1P3P/P3P3/2Q2PP1/R1B1K2R b KQ - 0 17,f6d5 c2h7,673,86,100,192,mate mateIn1 middlegame oneMove,https://lichess.org/UYCMrXNl/black#34,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations
08y6B,8/6pp/4bp2/p7/8/2k5/P3N1PP/3K4 b - - 1 49,c3d3 e2f4 d3e4 f4e6,735,88,100,228,advantage endgame fork short,https://lichess.org/jhUzyLMZ/black#98,
08yJ4,4r1k1/1q4pp/1nn1p3/1Q1pP3/1p1P4/1P4PB/7P/R2N2K1 b - - 1 28,c6d4 b5e8,629,81,100,132,hangingPiece master mate mateIn1 middlegame oneMove,https://lichess.org/t2irxO44/black#56,
08yMf,b3r3/8/8/p5R1/3k3P/2N3P1/1PB2P2/6K1 w - - 1 40,g5a5 e8e1 g1h2 e1h1,628,103,99,1517,endgame mate mateIn2 operaMate short,https://lichess.org/P7xT1XpV#79,
08yjS,8/1p6/pPr1k3/4p1pR/6P1/6K1/8/8 b - - 5 45,c6b6 h5h6 e6d7 h6b6,680,95,88,645,crushing endgame master rookEndgame short skewer,https://lichess.org/pSAVRzw7/black#90,
08z1b,r4r1k/1pp3pp/p7/3P4/7q/1B3Qp1/PP4PP/R1B4K w - - 0 24,f3g3 f8f1,692,106,89,216,mate mateIn1 middlegame oneMove,https://lichess.org/ktqLykTw#47,
08zmy,4r1k1/ppq2p2/2p2Qp1/6Np/2P5/6RP/PP3PP1/6K1 w - - 4 27,g3f3 e8e1,752,80,100,72,endgame mate mateIn1 oneMove,https://lichess.org/V0GFw2yP#53,
090Fl,r2r2k1/1pq2ppp/p3b3/5p2/1b1B1P2/2N3Q1/PPP3PP/3R1RK1 b - - 3 20,b4c5 g3g7,697,75,100,271,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/ZyqGOzjv/black#40,
090Gx,r2q1k1r/pp3pbp/2n3pB/3B4/3P4/5Q1P/PPP2PP1/R3R1K1 b - - 0 15,g7h6 f3f7,740,105,93,264,mate mateIn1 middlegame oneMove,https://lichess.org/P9Ah2RrP/black#30,Modern_Defense Modern_Defense_Other_variations
091GJ,2b2qrk/p2r1p2/1p1p1Pp1/4p2Q/2P1P3/1P1B3R/P5PP/2R3K1 b - - 0 28,g6h5 h3h5 f8h6 h5h6,609,100,81,155,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/sEcDiqwG/black#56,
091Hn,6k1/R5pp/5p2/8/1rpPNn2/7P/5PP1/5K2 w - - 0 31,g2g3 b4b1,606,82,100,290,endgame master mate mateIn1 oneMove,https://lichess.org/PVao5ngf#61,
091SB,5rk1/ppqrbppp/2p1p3/8/1PPPQ3/P2B3P/5PP1/R2R2K1 b - - 0 20,f8d8 e4h7 g8f8 h7h8,612,95,73,160,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/sH0uAHOT/black#40,
0935i,r4rk1/pb3p1p/5p2/3qp3/8/3B4/PP1Q1PPP/2R2RK1 w - - 0 17,d3h7 g8h7 d2d5 b7d5,686,79,100,374,advantage hangingPiece middlegame short,https://lichess.org/DgsYQZgr#33,Sicilian_Defense Sicilian_Defense_Lowenthal_Variation
094Ce,2k4r/1pp3b1/p2qPnQ1/6B1/P3p3/2PP4/1P3PP1/R4RK1 w - - 0 25,g6g7 d6h2,602,96,100,303,mate mateIn1 middlegame oneMove,https://lichess.org/nWjuQwZo#49,
097uQ,5R2/3R4/1p4k1/p6p/P2P4/3rp3/6PP/6K1 w - - 0 34,f8e8 d3d1,630,87,100,164,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/kcDxwPTY#67,
098RM,rnbqkbnr/ppppp2p/6p1/5P2/8/8/PPPPBPPP/RNBQK1NR b KQkq - 1 3,g6f5 e2h5,635,85,100,387,bodenMate mate mateIn1 oneMove opening,https://lichess.org/tHnfMjEC/black#6,Duras_Gambit Duras_Gambit_Other_variations
098qS,8/8/8/p3ppk1/1p6/1P3KPP/P7/8 b - - 1 48,g5h5 g3g4 f5g4 h3g4,628,86,98,378,crushing endgame master pawnEndgame short,https://lichess.org/efdCLwR3/black#96,
09A3q,r1bqr1k1/2p2ppp/p1n2N2/1p6/5p2/1BPP1N1P/PP3PP1/R2QR1K1 b - - 0 15,d8f6 e1e8,784,91,96,282,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/f8tK82EV/black#30,Ruy_Lopez Ruy_Lopez_Berlin_Defense
09AaF,1r4k1/5pp1/7p/8/3P4/4BN2/p4PPP/R5K1 w - - 0 33,h2h3 b8b1 a1b1 a2b1q,663,80,71,127,advancedPawn advantage endgame promotion short,https://lichess.org/UrzlWxOa#65,
09Bna,7r/2p5/1p1p2k1/pP1PpRp1/P1P3Pr/7P/6K1/5R2 b - - 12 40,h4h3 f5f6 g6g7 f6f7 g7g8 f7f8,784,101,96,355,advantage endgame long master rookEndgame,https://lichess.org/m51eTxXL/black#80,
09DFQ,8/2Q3p1/6p1/5pP1/4qP1P/3k4/5K2/8 w - - 9 67,c7d6 e4d4 d6d4 d3d4,670,88,82,329,crushing endgame queenEndgame short,https://lichess.org/T3iN7NaP#133,
09DYW,rn1qr1k1/p4ppp/2Nb4/1p1p4/6Q1/1P2P1P1/PB1P1PbP/R3R1K1 b - - 0 15,b8c6 g4g7,771,93,87,42,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/96rwF98s/black#30,English_Opening English_Opening_Agincourt_Defense
09Dg1,7k/p5bp/6p1/2Q2p2/PP2P3/6PP/1q1r1PBK/8 b - - 0 38,d2f2 c5c8 g7f8 c8f8,766,118,92,457,endgame mate mateIn2 short,https://lichess.org/tLXaF8tT/black#76,
09EoI,r1b1r1k1/pp1pnp1p/2pq2pB/3P4/3QP3/2P2N2/P4PPP/3RK2R b K - 6 16,c6d5 d4g7,683,102,95,628,mate mateIn1 middlegame oneMove,https://lichess.org/hGTJ3Dm2/black#32,Scotch_Game Scotch_Game_Goring_Gambit
09I5K,4r1k1/1pb2ppp/p1n5/3Bp3/5P2/2P3B1/PP4PP/2K1R3 b - - 0 23,e5f4 e1e8,774,82,100,167,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/kzLfWWCB/black#46,
09IHR,8/1k6/pn1p4/Kb1Ppp2/1N5P/P3N1P1/8/8 w - - 2 43,e3f5 b6c4,764,109,93,371,endgame master mate mateIn1 oneMove,https://lichess.org/l0p03Ax4#85,
09IvF,8/1K6/1P6/8/8/5kp1/8/8 w - - 0 51,b7a7 g3g2 a7a6 g2g1q,696,90,78,78,advancedPawn crushing endgame pawnEndgame promotion short,https://lichess.org/Le8gnXJN#101,
09J1i,8/8/2r2k2/ppp4R/6p1/8/PP3K2/8 b - - 3 40,a5a4 h5h6 f6e5 h6c6,798,88,88,51,crushing endgame rookEndgame short skewer,https://lichess.org/hJP21H5E/black#80,
09J3r,k7/pp2r3/2p3Bp/4P1p1/2P2r2/qP6/P3R3/1K1R2B1 b - - 8 46,a7a5 d1d8,656,83,83,298,mate mateIn1 middlegame oneMove pillsburysMate,https://lichess.org/ue2Jdwme/black#92,
09JHT,2k4r/pp6/8/2P3Q1/2PNp3/1P4pq/P3P1K1/5R2 w - - 1 30,g2g1 h3h2,711,79,85,150,endgame mate mateIn1 oneMove,https://lichess.org/pTPlPmh8#59,
09JO5,5rk1/5pp1/p2P3p/1p2p3/1P2P3/6P1/P1n1Q1KP/5q2 w - - 0 29,e2f1 c2e3 g2g1 e3f1,620,107,79,182,crushing endgame fork short,https://lichess.org/NSKQCIKV#57,
09Jel,5r1k/p3R2p/1p5Q/5p2/8/1P4P1/Pq2rPBP/5RK1 b - - 0 27,e2e7 h6f8,782,106,95,432,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/EcYXmYmo/black#54,
09MZL,r2q1rk1/ppp2pp1/1b1p3p/4P2n/3n4/P1NQ1P2/1P3P1P/RBB1R1K1 b - - 0 16,d8h4 d3h7,772,97,71,68,mate mateIn1 middlegame oneMove,https://lichess.org/3WIhtXIW/black#32,Ponziani_Opening Ponziani_Opening_Other_variations
09MrL,1r5r/p1k3pp/2B1R1n1/b7/3BN3/3R4/P4PPP/6K1 w - - 10 34,d4a7 b8b1 d3d1 b1d1,622,91,100,57,backRankMate mate mateIn2 middlegame short,https://lichess.org/awWj8Gre#67,
09Naa,4k3/5n2/R7/6p1/2K5/8/P7/8 w - - 0 52,a6g6 f7e5 c4d5 e5g6,726,99,81,421,crushing endgame fork short,https://lichess.org/eUEiITWl#103,
09Ndi,8/4k3/pq2pr2/1p1pn1Q1/8/P7/1P3PPP/2R3K1 w - - 0 33,g5e5 b6f2 g1h1 f2f1 c1f1 f6f1,780,113,92,1132,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/owXgbYEx#65,
09OHV,6Qk/p1p2r1p/1p4pB/2n1p3/2P1q3/P1P4P/5P1K/3R2R1 b - - 0 24,h8g8 d1d8 f7f8 d8f8,766,78,100,517,endgame mate mateIn2 operaMate short,https://lichess.org/Orhr6HM6/black#48,
09ObR,3r1k1r/pbq2pp1/1p2BP1p/2p5/5Q2/2N2N2/PPP2PPP/3RR1K1 b - - 0 18,c7f4 d1d8,752,102,91,1314,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/b5hw266o/black#36,Indian_Defense Indian_Defense_Other_variations
09PXh,4rrk1/pp3p2/3p2Rp/2pP1Q2/2B2P1b/2B1q2P/PPP5/5R1K b - - 0 25,f7g6 f5g6,797,118,95,607,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/l9SNnMiA/black#50,
09PmX,r1b1r1k1/pp3pp1/7p/3p4/2pP1n2/2N1qP2/PPQ1N1PP/R3R2K w - - 4 18,e2f4 e3e1 a1e1 e8e1,654,93,90,135,backRankMate mate mateIn2 middlegame short,https://lichess.org/TcWUMnNb#35,Queens_Gambit_Declined Queens_Gambit_Declined_Exchange_Variation
09Q8i,4r2k/ppp3pp/2np4/7Q/8/2P4P/P1P1Nrq1/R2KR3 b - - 3 26,c6e5 h5e8 f2f8 e8f8,742,80,80,135,hangingPiece kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/13o1Rmp4/black#52,
09Qf0,rnbqk2r/ppp1bppp/3p4/3QP1B1/2B5/2P5/PP3PPP/RN2K1NR b KQkq - 0 7,e7g5 d5f7,601,85,100,215,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/EAbzy1kS/black#14,Kings_Pawn_Game Kings_Pawn_Game_MacLeod_Attack
09QiY,4kr2/1p3pRp/p3Q3/5r2/1q6/1P5P/PB4P1/2R4K b - - 0 28,f7e6 c1c8,664,95,88,152,endgame mate mateIn1 oneMove,https://lichess.org/jKuMzn0S/black#56,
09Qqd,4r1k1/ppb2pp1/2q5/7p/1P1p4/P2P1K2/B2B1P2/6RQ w - - 2 29,a2d5 c6d5,694,93,72,227,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/Ad9LlNnN#57,
09RCH,8/pb5p/1p3p1N/2b2N2/7P/P4kP1/5P2/R5K1 w - - 0 31,a1e1 c5f2 g1h2 f2e1,711,77,100,500,advantage endgame fork short,https://lichess.org/StKQal1j#61,
09RHB,8/1R6/8/4pK2/5bpk/8/8/8 b - - 1 58,g4g3 b7h7 f4h6 h7h6,725,99,98,792,endgame master masterVsMaster mate mateIn2 short,https://lichess.org/ufvVsD8i/black#116,
09RfR,4r1k1/pp5p/4r3/b7/8/6N1/P2R1PPP/2R2K2 w - - 7 30,d2c2 e6e1 c1e1 e8e1,660,91,80,129,endgame mate mateIn2 operaMate short,https://lichess.org/fJmOdprv#59,
09Skm,8/8/3k1p1p/1p3P1P/1Pp1K3/2P5/8/8 w - - 3 47,e4f4 d6d5 f4e3 d5e5 e3f3 e5f5,786,92,74,70,crushing endgame long pawnEndgame zugzwang,https://lichess.org/kDcHEKCj#93,
09TPs,4r3/p4kp1/1p2qp1p/2p5/P2p3P/1P1P1R2/2P2PP1/3Q1K2 b - - 1 27,e6g4 f3f6 f7f6 d1g4,605,89,97,420,crushing discoveredAttack endgame short,https://lichess.org/NZixlnRs/black#54,
09UfY,8/1p2nppp/p1rRk3/4p3/N3P3/4P3/PP4PP/5RK1 b - - 0 21,c6d6 a4c5,712,107,97,854,endgame mate mateIn1 oneMove,https://lichess.org/XjPmbiS1/black#42,
09VqE,r5rk/2p2p1p/p3p3/1p1bR2Q/3P1q2/P1PB3K/1P3P2/6R1 b - - 1 29,g8g1 h5h7,708,77,100,377,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/DvHUSXLL/black#58,
09Wxq,rr6/4k1p1/p4p1p/3npP2/1PN2n2/2P2R2/3B2PP/3R2K1 w - - 5 28,f3g3 f4e2 g1f2 e2g3,732,87,74,94,crushing fork middlegame short,https://lichess.org/0o4glsxH#55,
09XF3,8/pQ3p1k/2p2B2/3q1p1p/5n2/7P/4rPP1/1R3RK1 w - - 4 32,b7b3 d5g2,731,78,100,354,mate mateIn1 middlegame oneMove,https://lichess.org/F0IvXDhG#63,
09XkY,4r1k1/5pbp/p2p2p1/2pBqb2/4N3/1P3Q2/P1P2PPP/2R3K1 w - - 2 20,e4g5 e5e1 c1e1 e8e1,653,92,77,246,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/pVMqmrsx#39,
09Y8z,rn1q1rk1/ppp2pp1/4pn2/3p2P1/3P1P2/2NQ1P2/PPP5/R3K1NR b KQ - 0 12,f6d7 d3h7,774,106,100,54,mate mateIn1 middlegame oneMove,https://lichess.org/N2P0vPuP/black#24,Rapport-Jobava_System Rapport-Jobava_System_Other_variations
09YGk,2r5/8/5R2/rk4R1/p1p5/1p5P/1P4P1/6K1 b - - 11 50,b5b4 f6b6 a5b5 g5b5,718,78,100,324,endgame epauletteMate mate mateIn2 rookEndgame short,https://lichess.org/26VYcNnh/black#100,
09YzD,5rk1/pp2R1p1/2p2n1p/2Pq3r/3P3N/6P1/PP2QP2/4R1K1 w - - 5 31,h4g6 d5h1,698,107,95,551,mate mateIn1 middlegame oneMove,https://lichess.org/A9GiyTEf#61,
09ZRi,1r1R3k/ppp3pp/2n2p2/2q5/Q1P5/8/PP3PPP/3R2K1 b - - 7 23,b8d8 d1d8 c6d8 a4e8 c5f8 e8f8,776,89,88,619,endgame fork long mate mateIn3,https://lichess.org/Yx8HTgRk/black#46,
09aae,3r2k1/pb1r1p2/1p2p1p1/7p/3N4/2P4P/PP1R1PP1/3R2K1 b - - 0 30,g8f8 d4e6 f7e6 d2d7 d8d7 d1d7,651,82,100,81,crushing discoveredAttack endgame long,https://lichess.org/XOxnfb6e/black#60,
09bEg,r4k1r/1b3p2/p3pq2/2Pp4/1p4Q1/6P1/PP3PP1/R3RBK1 w - - 1 28,f2f4 f6d4 e1e3 d4e3,762,109,96,1290,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/bRkzjhjF#55,
09cpC,2N3k1/6p1/3P3p/1r6/8/7P/6PK/8 b - - 0 37,b5d5 c8e7 g8f7 e7d5,684,89,77,202,crushing endgame fork short,https://lichess.org/hboSUvAO/black#74,
09emb,4r1k1/1p6/6p1/p2N1p1p/P7/1P4KP/5PP1/8 b - - 0 37,e8c8 d5e7 g8f7 e7c8,718,85,69,139,crushing endgame fork short,https://lichess.org/ZHm6Lony/black#74,
09ew2,3r2k1/1Bp2ppp/4p3/4P3/1P1n1P2/P7/5PPP/2R3K1 w - - 1 20,g2g3 d4e2 g1g2 e2c1,695,86,77,206,advantage endgame fork short,https://lichess.org/QmCu8yKT#39,
09fLA,6k1/6p1/7p/1p1r1p2/2Pp4/3K3P/P4PP1/3R4 b - c3 0 31,b5c4 d3c4,664,100,77,85,advantage endgame oneMove rookEndgame,https://lichess.org/wCxWhV3v/black#62,
09fwQ,4r2k/p3r2p/1p1b1p1q/6p1/1P1B1PP1/P3PQ2/7P/1R4RK w - - 0 30,f4g5 h6h2,624,86,82,201,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/4AlcuvH1#59,
09hgr,r2qr3/ppp2ppk/2pb3p/4pN1n/4P1Q1/3P3P/PPP2PP1/R1B2RK1 b - - 6 14,h5f6 g4g7,668,90,77,109,mate mateIn1 middlegame oneMove,https://lichess.org/bmCpigh0/black#28,Four_Knights_Game Four_Knights_Game_Spanish_Variation
09hnr,r1bq1r1k/pp2n1b1/2pp1p1B/7P/4P3/1BN2P2/PPPQ4/2KR3R b - - 0 18,g7h6 d2h6,750,85,100,72,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/FrWYYHsw/black#36,Modern_Defense Modern_Defense_Other_variations
09iXh,8/2r1b1kp/6p1/p3P3/5P2/2pR2P1/P1B1K2P/8 w - - 1 51,c2b3 c3c2 b3c2 c7c2,778,91,73,37,advancedPawn advantage endgame short,https://lichess.org/81yTChjE#101,
09k30,8/4kpp1/2p1p3/1qP3P1/1n6/1Q3P2/1PP5/1K1R4 w - - 3 32,d1d4 b5f1 d4d1 f1d1,656,90,90,196,endgame mate mateIn2 short,https://lichess.org/kARPgymo#63,
09kRj,2k1r3/ppb2ppp/2p1r3/P7/1P3n2/2P2N2/1B3PPP/R3R1K1 w - - 2 19,f3d4 e6e1 a1e1 e8e1,690,103,86,451,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/fjkwX1oj#37,Nimzowitsch_Defense Nimzowitsch_Defense_Scandinavian_Variation
09kiE,2r3k1/6pp/p1P2p2/3ppN2/1p4P1/7P/1KP5/7R b - - 1 31,g8f7 f5d6 f7e7 d6c8,698,92,100,376,crushing endgame fork short,https://lichess.org/tft5ZXO3/black#62,
09koP,rnb2br1/pp1pk2p/2p2q2/7Q/4Pp2/2NP4/PPP3PP/R1B2RK1 b - - 0 12,g8g2 g1g2 f6g6 h5g6,731,87,94,359,advantage hangingPiece opening short,https://lichess.org/scNGZ5Bm/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Salvio_Gambit
