PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
07KVs,2k1r2r/pp1n1ppp/2q3n1/4P1B1/8/3RbN2/PP2QPPP/2K2B1R w - - 3 18,c1d1 c6c1,719,84,90,93,mate mateIn1 middlegame oneMove,https://lichess.org/uasHBK1D#35,French_Defense French_Defense_Advance_Variation
07Km1,rnbq1rk1/1p3pp1/p6p/3Nb3/4Q3/3B4/PPP2PPP/R3K2R b KQ - 1 15,f8e8 e4h7 g8f8 h7h8,766,81,100,558,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/V0tPgamo/black#30,French_Defense French_Defense_Exchange_Variation
07Knw,2r3k1/4nppp/8/p2p4/Pp1NPn2/1R1P2N1/4BP1P/2qQ1K1R w - - 0 34,d1c1 c8c1 e2d1 c1d1,708,104,81,341,mate mateIn2 middlegame short,https://lichess.org/hMBPFHhI#67,
07Lex,2r1r1k1/1b2bppp/p4N2/1p1q4/1P1p4/P2B1N2/2P1QPPP/3RR1K1 b - - 0 20,e7f6 e2e8 c8e8 e1e8,670,102,86,287,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/hTSVmmOS/black#40,
07Lk1,6k1/7p/pp2p1p1/3b1p2/PQ6/8/2q3PP/5R1K w - - 0 35,b4b6 c2g2,630,78,100,189,endgame master mate mateIn1 oneMove,https://lichess.org/RygHYXny#69,
07M8L,r5k1/3q2p1/np2p1Np/2p1P2P/p2r2P1/Q2B4/PP6/1K3R2 w - - 2 29,d3a6 d4d1 f1d1 d7d1,659,78,100,564,mate mateIn2 middlegame queensideAttack short,https://lichess.org/ZzyRAi3P#57,
07MCm,2r1R2k/1pp2Qp1/pn5p/q4B2/8/P6P/1P3PP1/6K1 b - - 6 31,c8e8 f7e8,603,86,100,66,endgame mate mateIn1 oneMove,https://lichess.org/yoVXNBo5/black#62,
07MLW,rnb1k2r/pppp1ppp/8/1Bb1p3/4P2q/8/PPPP2PP/RNBQ1KNR w kq - 3 6,g1f3 h4f2,711,88,100,409,mate mateIn1 oneMove opening,https://lichess.org/JM2CZcs6#11,Kings_Pawn_Game Kings_Pawn_Game_Kings_Head_Opening
07MSA,r1b2Bk1/p4pbp/6p1/3pp1q1/8/8/PPP2PPP/R2Q1RK1 b - - 0 14,g8f8 d1d5 c8b7 d5b7,789,82,100,448,advantage middlegame short,https://lichess.org/m0PA1h02/black#28,Sicilian_Defense Sicilian_Defense_Accelerated_Dragon
07MTH,8/5pk1/3q1b2/5Rp1/1PB1Q1P1/P6r/1P3P2/6K1 w - - 3 50,c4f1 d6h2,780,98,96,429,endgame master mate mateIn1 oneMove,https://lichess.org/IJvvFzQt#99,
07N8L,r2q1rk1/3n1ppp/4p3/ppp1P1N1/3P3P/2P5/P1Q2PP1/R3K2R b KQ - 1 18,c5d4 c2h7,618,87,73,191,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/m4Vm0ye9/black#36,Queens_Pawn_Game Queens_Pawn_Game_London_System
07Nc9,3Q4/6q1/k3P3/1p6/8/pP3P1r/P1PR4/2KR4 w - - 7 58,e6e7 g7b2,702,87,76,140,endgame mate mateIn1 oneMove,https://lichess.org/JheuQqhG#115,
07QQo,3r1rk1/1bp1qppp/pp2p3/3nP3/2nP4/2PQ2B1/PPB1N1PP/R4RK1 b - - 5 20,c4b2 d3h7,623,99,85,182,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/x3QulrDu/black#40,
07QzZ,2k3nr/ppp2Npp/2n3q1/8/1bB5/1P2P3/P2r2PP/1R1Q1RK1 w - - 0 14,f7h8 g6g2,792,85,100,401,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/YP13mmzY#27,Queens_Gambit_Declined Queens_Gambit_Declined_Baltic_Defense
07T5D,nR6/P1rb1pkp/3Q2p1/3P4/2r5/5P2/6PP/R6K w - - 2 31,b8a8 c4c1 a1c1 c7c1,708,87,54,51,backRankMate endgame mate mateIn2 short,https://lichess.org/xgENMCX7#61,
07VKf,5r1k/p6p/2b1Q3/8/2Pp4/5r2/P5PP/3R3K w - - 2 29,e6c6 f3f1 d1f1 f8f1,669,106,73,302,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/H0jHU0Tb#57,
07Vmc,8/1p6/8/8/pk1K1P2/8/6P1/8 w - - 0 46,f4f5 a4a3 d4d5 a3a2 f5f6 a2a1q,729,94,65,104,advancedPawn crushing endgame long pawnEndgame promotion,https://lichess.org/yvDKkZHC#91,
07WYg,4r1k1/2q4p/p4Rp1/1pp5/8/2P5/PPQ3PP/7K w - - 1 26,h2h3 e8e1 f6f1 e1f1,790,78,99,1888,endgame mate mateIn2 short,https://lichess.org/FhOb3Izt#51,
07XJW,rnb2rk1/ppp3pp/3p4/2bPpq2/2P1N1p1/4P1PP/PP1B1P2/R2QK1NR w KQ - 5 12,e4c5 f5f2,635,104,94,800,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/CZKA1beq#23,Indian_Defense Indian_Defense_Budapest_Defense
07Y9I,8/5rpk/p1Qr4/1p2pq2/6p1/P1P2P2/1P4PP/3R3K w - - 0 32,d1d6 f5b1 d6d1 b1d1,748,108,95,737,backRankMate endgame master mate mateIn2 short,https://lichess.org/rjBrggTe#63,
07YCD,8/1P6/3b2p1/N1k2p1p/P1p1pP1P/2K3P1/8/8 b - - 2 67,c5b6 a5c4 b6b7 c4d6,755,93,71,296,crushing endgame fork short,https://lichess.org/bH42HEfZ/black#134,
07ZNy,r4rk1/ppp2ppp/2p2q2/2b1p3/4P3/2NP1K2/PPP2P2/R1BQ2R1 w - - 1 15,f3e2 f6f2,689,82,55,101,mate mateIn1 middlegame oneMove swallowstailMate,https://lichess.org/XSxYj8qZ#29,Ruy_Lopez Ruy_Lopez_Berlin_Defense
07ZgT,8/2qP2k1/4P1p1/p7/6Q1/1P3NK1/5RP1/3r4 w - - 1 47,g3h3 d1h1 f3h2 c7h2,698,91,56,47,endgame mate mateIn2 short,https://lichess.org/rCkWxhVd#93,
07at5,5r2/p1r5/1p4pk/3RQp1p/5P1q/8/PPP3P1/1K2R3 w - - 2 29,e5c7 h4e1 d5d1 e1d1,726,82,82,153,endgame hangingPiece mate mateIn2 short,https://lichess.org/8RFUfQSK#57,
07cMD,8/8/8/7p/8/8/4KPk1/8 w - - 3 64,f2f3 h5h4 f3f4 h4h3 f4f5 h3h2,606,101,81,183,advancedPawn crushing endgame long pawnEndgame quietMove,https://lichess.org/WnaQS1L3#127,
07cQ0,5r2/r5k1/4q2p/1p1pP1p1/p1pP1p1P/P1P2R2/1P3QP1/5RK1 b - - 0 30,g5g4 f3f4 f8f4 f2f4,696,82,100,116,advantage endgame short,https://lichess.org/Ldtjs2Qr/black#60,
07ckQ,6k1/p3rp2/1p1p2b1/3P1qQ1/PP1B2p1/8/5PPK/2R5 b - - 1 32,f5g5 c1c8 e7e8 c8e8 g8h7 e8h8,710,88,76,181,endgame long mate mateIn3 operaMate,https://lichess.org/iLeeyZKb/black#64,
07cnl,Q7/4kppp/4p3/p7/3q4/3P4/P4PPP/R5K1 w - - 1 23,a8a5 d4a1 a5e1 a1e1,665,118,73,130,endgame hangingPiece mate mateIn2 short,https://lichess.org/F5mMQhqy#45,
07d8p,8/8/8/8/4P2p/8/5K1k/8 b - - 0 63,h2h3 e4e5 h3g4 e5e6,637,103,94,391,crushing endgame pawnEndgame quietMove short,https://lichess.org/4BFt6lGZ/black#126,
07dqo,8/pp3r2/6R1/3pP3/3P4/P2K3p/1P3k2/8 w - - 2 47,g6f6 f7f6 e5f6 h3h2 f6f7 h2h1q,773,91,90,127,advancedPawn crushing endgame long promotion rookEndgame,https://lichess.org/dm7QEV8a#93,
07eAs,r3r1k1/p4p2/2pR2pB/1p6/2b1q3/P1P3Q1/2P2PPP/3R2K1 w - - 0 23,d6d4 e4e1 d1e1 e8e1,692,105,94,818,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/geiVIriS#45,
07eFC,6k1/4bpp1/2p1q3/p3P3/4Q2p/P2B1P2/5P2/4K3 b - - 4 40,h4h3 e4h7 g8f8 h7h8,659,93,88,107,endgame mate mateIn2 short,https://lichess.org/43I2NZin/black#80,
07ep3,r3n1k1/1r3ppp/qNp1p3/p1bpP3/8/1P2Q3/PB3PPP/2R2R1K w - - 0 21,c1c5 a6f1,617,80,100,171,hangingPiece kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/XMbvJUlx#41,
07f30,r5kr/p4ppp/2pQpq2/8/4p1PP/8/PPP2P2/2KR3R b - - 0 20,f6f2 d6d8 a8d8 d1d8,652,98,82,390,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/fwvsFXOy/black#40,
07fRV,8/6k1/3p1p2/p2B1Kn1/1p1P2P1/1P2P3/P3R3/2r5 w - - 1 39,e3e4 c1f1 e2f2 f1f2,644,79,100,1507,endgame mate mateIn2 short,https://lichess.org/51D2bhp0#77,
07fcc,1q1r2k1/1b3ppp/pp2p3/2b5/2P2PQ1/1PN5/PB2R1PP/1B1r3K w - - 1 27,c3d1 d8d1 e2e1 d1e1,620,95,96,206,fork mate mateIn2 middlegame short,https://lichess.org/IPnbIEMp#53,
07gVt,8/ppQ3qk/3p2pp/4n3/8/1P6/P7/4R1K1 w - - 1 37,c7d6 e5f3 g1f2 f3e1,682,99,93,539,advantage endgame fork short,https://lichess.org/A9Qn3eCQ#73,
07h6q,6k1/1p3p1p/1P4pB/p7/P5P1/2n2PK1/1qp5/4R3 b - - 4 47,c2c1q e1e8,605,100,99,829,endgame mate mateIn1 oneMove pillsburysMate,https://lichess.org/MGEP6nug/black#94,
07hGN,r4rk1/1p3ppp/4pn2/b2qN3/P4P2/6Pb/3NBP1P/2RQ1RK1 w - - 2 19,d2c4 d5g2,766,87,94,106,mate mateIn1 middlegame oneMove,https://lichess.org/WhS8VtRW#37,
07hwO,8/5pp1/4kb2/4p3/4N3/5P1p/3r1P1P/5RK1 b - - 1 25,d2d3 e4c5 e6d5 c5d3,775,78,98,468,advantage endgame fork short,https://lichess.org/jOJ0rgSi/black#50,
07iKJ,r4rk1/ppq2pbp/2p1p1p1/2P3B1/1PBP2n1/4Q3/P4PPP/R4RK1 w - - 3 17,e3e4 c7h2,662,85,100,198,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/N8gcnCHU#33,Slav_Defense Slav_Defense_Diemer_Gambit
07kZw,3r4/pq1Pk1pp/1p2p3/7Q/2PP1B2/8/5PPP/1R4K1 w - - 2 29,h5e8 d8e8 d7e8q e7e8,714,96,76,111,advantage endgame short,https://lichess.org/4DpotL9L#57,
07lUP,6k1/p4pp1/1p2p2p/3nB3/2qPP3/1Q6/P4PPP/1Rr3K1 w - - 3 26,b1c1 c4c1 b3d1 c1d1,632,82,100,150,backRankMate endgame mate mateIn2 short,https://lichess.org/d92FvGQn#51,
07o90,2kr4/2p2p2/p1p2p2/2P4p/8/4RNPb/PPP2P1P/6K1 w - - 5 21,f3h4 d8d1 e3e1 d1e1,606,109,68,100,endgame mate mateIn2 pillsburysMate short,https://lichess.org/S2tsVIpX#41,
07oyn,8/8/5p1p/R3k3/4p1PK/4r3/8/8 b - - 7 64,e5f4 a5f5,717,97,94,892,endgame epauletteMate master mate mateIn1 oneMove rookEndgame,https://lichess.org/vgTKRGGr/black#128,
07pXo,r4r1k/pppbq1pn/2np1pQp/4P3/5P2/P1PB3P/2P3PN/R1B2RK1 b - - 0 18,f6e5 g6h7,767,83,97,240,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/pHWC0T4H/black#36,Center_Game Center_Game_Paulsen_Attack_Variation
07pY9,r3k2r/ppp2pp1/2n4p/3Np3/1P1b3q/P2B1P1P/2PB3P/R2QK2R w KQkq - 1 14,e1e2 h4f2,714,79,100,301,mate mateIn1 middlegame oneMove,https://lichess.org/Pm19gJRu#27,Zukertort_Opening Zukertort_Opening_Tennison_Gambit
07pcR,r1b3r1/ppqk2pB/2p1pn2/3p2Q1/P7/B1P5/5PPP/RN3RK1 b - - 0 16,f6h7 g5e7,790,95,100,360,mate mateIn1 middlegame oneMove,https://lichess.org/WMdn3Q9T/black#32,French_Defense French_Defense_Knight_Variation
07qCp,2kr2nr/ppp3pp/2n2p2/8/1q6/PP2PbP1/2PN1PP1/R2QKB1R w KQ - 0 13,d1f3 b4d2,617,98,96,550,mate mateIn1 middlegame oneMove,https://lichess.org/at9zXnVA#25,Englund_Gambit_Complex Englund_Gambit_Complex_Englund_Gambit
07qu9,8/p1p5/3N2kp/8/P1PN1R2/1P2n1P1/6K1/3r4 w - - 4 36,g2h3 d1h1,686,84,83,297,anastasiaMate endgame mate mateIn1 oneMove,https://lichess.org/GWbqEURm#71,
07roS,8/8/1pp5/2kn4/6R1/2P5/P1K5/8 w - - 5 43,a2a4 d5e3 c2d2 e3g4,710,99,93,793,crushing endgame fork short,https://lichess.org/7gH3PCNm#85,
07rrd,8/pQ4pk/6qp/4BP2/8/3r3P/P3r1P1/6RK b - - 0 34,g6f5 b7g7,698,97,0,114,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/CE2Pl1IG/black#68,
07sC5,rk6/pr3ppp/3R4/1p1p4/2pP4/2P1P3/5PPP/R4K2 b - - 5 23,a7a5 d6d8 b8c7 d8a8,635,96,90,595,advantage deflection endgame queensideAttack rookEndgame short skewer,https://lichess.org/sMMuLpuJ/black#46,
07tUJ,2kr4/pp3prp/2q5/8/2bp4/5N2/PP3PPP/2RQR1K1 w - - 2 18,f3e5 c6g2,664,108,89,299,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/jhdlnXFG#35,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Declined
07tcW,r5k1/2p3p1/3p2pp/1p2p3/2P5/4B2P/5PP1/2K2R2 w - - 0 29,c4b5 a8a1 c1d2 a1f1,679,112,81,692,crushing endgame short skewer,https://lichess.org/sECGsJEg#57,
07tu0,6k1/5p1p/6p1/1N6/1b1p1P2/7P/1P4P1/6K1 w - - 0 29,b5d4 b4c5 g1f2 c5d4,758,85,79,415,crushing endgame pin short,https://lichess.org/JSGEi80E#57,
07u50,rnbq1b1r/pp2kBpp/2p2n2/4p1B1/8/1QN5/PP3PPP/R3K1NR b KQ - 1 9,b8d7 b3e6,793,83,79,184,epauletteMate mate mateIn1 oneMove opening,https://lichess.org/5KGs8Xim/black#18,Danish_Gambit Danish_Gambit_Other_variations
07uzv,4Rrk1/p1qb1ppp/1p6/2p5/2PpQ3/3P2P1/PP3PBP/4R1K1 b - - 0 19,f8e8 e4e8 d7e8 e1e8,708,87,100,103,backRankMate endgame mate mateIn2 short,https://lichess.org/XnN7FUgS/black#38,
07vQr,r5k1/5p1p/1p1P1B2/2n2N2/p1r1b3/P7/4R1PP/4R1K1 b - - 1 28,e4f5 e2e8 a8e8 e1e8,646,109,97,429,mate mateIn2 middlegame pillsburysMate short,https://lichess.org/AOujDtfY/black#56,
07w0u,4r1k1/p1B2ppp/2p1r3/2b5/3p4/7P/PP3PPQ/1q3RK1 w - - 0 24,f1b1 e6e1 b1e1 e8e1,667,102,47,60,backRankMate endgame mate mateIn2 short,https://lichess.org/vqLqZyJr#47,
07wWc,1r5k/p5pp/5p2/2N5/P2P1b2/B6P/4qPP1/4R2K w - - 0 32,e1e2 b8b1 a3c1 b1c1 e2e1 c1e1,675,113,83,172,endgame long mate mateIn3 pillsburysMate,https://lichess.org/ljUoinow#63,
07wl3,5r2/p3p1kp/3p2p1/2p2r2/1nq5/5PQ1/2BR2PP/5R1K w - - 4 29,c2f5 c4f1,662,81,100,319,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/PI28xOIR#57,
07xPc,8/1k6/2N5/2K2p2/3P4/4P3/5P1r/8 w - - 0 56,f2f4 h2c2 c5d5 c2c6,707,105,96,1696,crushing endgame master short,https://lichess.org/Ks60Ttll#111,
07xxw,8/3k1p1p/r2P2p1/pp6/2p5/2P1KP2/P1P3PP/3R4 w - - 3 26,e3d4 a6d6 d4c5 d6d1,621,98,70,503,crushing endgame rookEndgame short skewer,https://lichess.org/9wh2cPeu#51,
07yJ4,r1b2rk1/5ppp/1pN2q2/3p4/1P2n3/4P3/2PB1PPP/1R1QKB1R w K - 1 19,b4b5 f6f2,757,78,98,502,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/ltdPwkpT#37,
080jt,8/5K2/3bP3/3P2p1/5kP1/p7/B7/8 b - - 16 70,f4g4 e6e7 d6e7 f7e7 g4f3 d5d6,760,111,100,26,advancedPawn bishopEndgame crushing endgame long,https://lichess.org/l5HJGg2L/black#140,
080wN,r2q1rk1/p2n2bp/5pP1/1ppn2B1/3p3Q/3P1N2/PPP1N1PP/R4RK1 b - - 0 15,f6g5 h4h7,698,79,100,225,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/bUhLz0VG/black#30,Sicilian_Defense Sicilian_Defense_Closed
08109,4r1k1/p5pp/2r2p2/2B5/3pNP2/6P1/P4K1P/4R3 b - - 0 30,d4d3 e4f6 g7f6 e1e8,765,96,93,2556,advantage discoveredAttack endgame short,https://lichess.org/rXDSpUaA/black#60,
082sU,r4r1k/Q6p/5p2/4p3/2BP1n1P/1Pn3R1/p7/K5R1 b - - 0 36,a8a7 g3g8 f8g8 g1g8,663,139,67,22,mate mateIn2 middlegame short,https://lichess.org/SkVBHK9u/black#72,
083Fr,r4rk1/p4q2/6pQ/1p6/3P1B2/2P5/PP3PPP/R5K1 w - - 1 30,f4e5 f7f2 g1h1 f2f1 a1f1 f8f1,782,118,54,31,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/ydNbxscS#59,
083nr,3rr1k1/pbq1bppp/1p3B2/2pp4/5N2/1P1P1BP1/P1P1QP1P/R3R1K1 b - - 0 16,e7f6 e2e8 d8e8 e1e8,630,89,100,531,backRankMate mate mateIn2 middlegame short,https://lichess.org/M9gAxFMg/black#32,Hungarian_Opening Hungarian_Opening_Indian_Defense
0841P,1r3rk1/p2n2pp/2pqpn2/3p2N1/3P2B1/2P1P2P/PPQ2PP1/R4RK1 b - - 0 20,f6g4 c2h7,707,80,74,94,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/LCZvz6ty/black#40,
084Ej,r3r1k1/pbp2p1Q/1pnq1Bp1/4p3/3P1R2/2PB4/PP4PP/R5K1 b - - 0 18,g8h7 f4h4 h7g8 h4h8,682,83,100,177,mate mateIn2 middlegame operaMate short,https://lichess.org/OON2VtwO/black#36,French_Defense French_Defense_Henneberger_Variation
084ID,2r4k/1p3p1p/p1n1p1pq/3pP1N1/1b1P2Q1/1P6/P4PPP/3R2K1 b - - 13 30,b4e7 g5f7 h8g7 f7h6,768,89,88,1088,crushing fork middlegame short,https://lichess.org/WTMZgCJW/black#60,
085AY,8/4k3/8/p5rp/R7/3KP3/P7/8 w - - 0 38,d3e4 g5g4 e4f3 g4a4,722,84,99,809,crushing endgame rookEndgame short skewer,https://lichess.org/6nM0IcK1#75,
0868Q,2r5/p1P1R2p/5ppk/1p3b2/5B2/7P/1r1p4/3R1K2 b - - 5 38,h6h5 e7h7,651,80,100,120,endgame master mate mateIn1 oneMove pillsburysMate,https://lichess.org/Xa2b0bdY/black#76,
086eu,5rk1/6pp/p7/2P5/3P2N1/P4p1P/3R2PK/4n3 w - - 3 36,g2f3 e1f3 h2g2 f3d2,747,81,79,85,crushing endgame fork master short,https://lichess.org/jcQRVMJu#71,
087Dp,r5k1/pp2ppb1/3pbBp1/q7/4P3/2r5/PPPQBPP1/1K1R3R w - - 0 16,f6c3 a5a2 b1c1 a2a1,756,86,82,231,master mate mateIn2 middlegame queensideAttack short,https://lichess.org/fyRMAICJ#31,Sicilian_Defense Sicilian_Defense_Dragon_Variation
087mL,6k1/5p1p/6p1/1pPp4/pP6/P4PPP/8/2b3K1 b - - 0 35,c1a3 c5c6 a3b4 c6c7,635,94,82,340,advancedPawn bishopEndgame crushing endgame short,https://lichess.org/YZGu9qYh/black#70,
08AAc,8/8/5p1p/5k2/4n3/6RP/5P2/5K2 w - - 9 47,g3b3 e4d2 f1e2 d2b3,701,96,81,158,crushing endgame fork master short,https://lichess.org/sUpnOuta#93,
08ADK,r3k2r/p1b2pp1/2pqbn1p/2Np4/1P2p2B/2PP4/P3NPPP/R2Q1RK1 w kq - 0 16,h4f6 d6h2,656,102,87,535,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/VD2GydcP#31,Caro-Kann_Defense Caro-Kann_Defense_Hillbilly_Attack
08AKI,rnb1k2r/pp2pp2/2pq2p1/7p/2Pb2n1/2NB1N2/PPQB1PPP/4RRK1 w kq - 0 14,f3d4 d6h2,667,94,94,122,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/U0tibhsk#27,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
08AYl,3k3r/ppp5/3b1p2/4qbpp/8/P1N1B2P/1PP1QPP1/3R2K1 w - - 2 19,c3b5 e5h2 g1f1 h2h1,738,95,97,621,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/vMNNm6It#37,
08Ain,8/1ppR2k1/1pn4p/4pPp1/5p2/1BP2K2/Pr3P2/8 b - - 3 34,g7f6 d7f7,778,111,93,688,endgame mate mateIn1 oneMove operaMate,https://lichess.org/o4bHEIF8/black#68,
08B2y,8/6k1/N7/4p1p1/2n4p/8/1PK3B1/8 w - - 0 45,a6c5 c4e3 c2d3 e3g2,705,82,81,81,crushing endgame fork short,https://lichess.org/LZaSmMqj#89,
08BVL,8/8/2p1k2p/p2p2q1/8/1P5P/P4RP1/5R1K w - - 0 33,f2f6 g5f6 f1f6 e6f6,664,106,74,872,advantage endgame queenRookEndgame short,https://lichess.org/DKTZT3mm#65,
08C5a,7k/2q3rp/p4Q2/1p1p4/3P4/P5r1/1P3PK1/2R2R2 w - - 0 38,f2g3 c7g3 g2h1 g3h3,764,78,98,851,endgame mate mateIn2 short,https://lichess.org/dsd5jwbf#75,
08DFx,4Q2k/2r3p1/4Q1bp/1p1p1B1P/3P4/Pq4P1/1B3P2/6K1 b - - 0 37,g6e8 e6e8,708,87,94,169,endgame mate mateIn1 oneMove,https://lichess.org/TqofhUcz/black#74,
08Df4,8/8/1p6/p3k3/Pr6/1PN2P2/2K5/8 b - - 0 52,e5f4 c3d5 f4e5 d5b4,729,79,100,265,crushing endgame fork master short,https://lichess.org/b7OLDaop/black#104,
08Gpb,2rq3k/p3b1pp/1p1p1r2/2pQ4/4PB2/2P3P1/P1P4P/3R1RK1 w - - 3 21,f4g5 f6f1 d1f1 e7g5,676,92,86,793,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/qDFAiIqJ#41,
08H66,r4rk1/bpp2ppp/3p2q1/p2Pp3/2P1Pn2/P1NB1N1P/1P3P2/R2Q1RK1 w - - 1 17,g1h2 g6g2,755,84,85,77,mate mateIn1 middlegame oneMove,https://lichess.org/b42As9HU#33,Nimzowitsch_Defense Nimzowitsch_Defense_Kennedy_Variation
08HhT,r5k1/1b4p1/4p2p/ppb1P3/2p3rP/P1Pp1N1K/1P3PB1/3R1R2 b - - 4 31,b7f3 g2f3 g4h4 h3h4,793,84,90,468,advantage fork middlegame short,https://lichess.org/f41wM6m8/black#62,
08HwB,1r1q2k1/p2r3p/2p1bppb/2N1p3/2B4P/2n2P2/PPP2BP1/1K1RQ2R w - - 7 20,e1c3 d7d1 h1d1 d8d1,661,103,94,503,mate mateIn2 middlegame queensideAttack short,https://lichess.org/WfU3peRh#39,
08IE5,r4k1r/ppp1Rp2/6p1/3P1bQp/5B2/2q5/P4PPP/4R1K1 w - - 6 26,e7c7 c3e1,758,110,93,1297,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/aDrfXhzX#51,
08IvO,r3r1k1/2q2ppp/4bn2/1pp5/4B3/P1Q1P3/1B3PPP/3RK2R b K - 1 18,f6e4 c3g7,688,97,87,108,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/9w1ck4mu/black#36,English_Opening English_Opening_Kings_English_Variation
08J8Y,3r3k/pp4pp/2p4r/2b5/4QP1q/1BN1P3/PPnB1R2/5RK1 b - - 1 22,d8d2 e4e8 c5f8 e8f8,749,80,70,62,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/gtebe52s/black#44,
08KEh,4Q1k1/r1qb1pp1/p1n4p/1p6/8/B1PB1N2/5PPP/3RR1K1 b - - 0 20,d7e8 e1e8,739,109,89,364,kingsideAttack mate mateIn1 middlegame oneMove pillsburysMate,https://lichess.org/aqTlg70B/black#40,
08M4J,8/1r4k1/4p1p1/4P2p/7P/5qP1/QPP5/1K5R w - - 0 37,h1d1 f3d1,672,103,78,129,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/MatKTnlG#73,
08MJl,8/4kpp1/4p2p/1p6/3q4/3P1Q2/P4PPP/RR4K1 w - - 6 21,b1b5 d4a1 b5b1 a1b1 f3d1 b1d1,764,80,100,136,backRankMate endgame hangingPiece long mate mateIn3,https://lichess.org/8mcEBOSh#41,
08My2,r1b2r1k/p5pp/8/8/NP6/PB3QPq/2P2P1P/R3R1K1 b - - 0 23,f8f3 e1e8 f3f8 e8f8,740,123,82,28,backRankMate mate mateIn2 middlegame short,https://lichess.org/IXMdBl29/black#46,
08O3W,3r4/3P2pk/7p/1q3p2/4nP2/P3Q1P1/5PBP/5R1K w - - 3 35,g2e4 b5f1,614,80,82,168,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/4670pvOx#69,
08OFm,2k2r2/ppp1p3/4p3/1P2Q3/P1P4p/6p1/6PP/4Rq1K w - - 1 31,e1f1 f8f1,660,111,67,60,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/9UMAGmVb#61,
08P4V,5k2/4qp2/3p1b2/2p1pPB1/4P3/3P1BK1/1pP5/7Q b - - 0 39,f6g5 h1h8,607,99,83,282,endgame mate mateIn1 oneMove,https://lichess.org/vwbfOgKr/black#78,
08P9V,8/7p/3pqk2/PQp5/5p2/5P2/4r1PP/3R3K w - - 0 39,a5a6 e2e1 b5f1 e1f1,722,95,80,116,crushing endgame master masterVsMaster short,https://lichess.org/hB8TK4b4#77,
08QH6,r4rk1/p4ppp/4p3/q7/1P2Q3/6P1/P4PP1/R3K2R b KQ - 0 18,a5b5 e4h7,631,103,100,52,endgame mate mateIn1 oneMove,https://lichess.org/amAqJqfJ/black#36,English_Opening English_Opening_Caro-Kann_Defensive_System
08RoT,8/5Bpp/8/3n2k1/6P1/6KP/8/8 b - - 5 44,d5f6 h3h4 g5h6 g4g5,767,79,68,175,endgame mate mateIn2 short,https://lichess.org/BYAvz06e/black#88,
08S5B,4r2k/1bB4p/2p1qppQ/1p2nN2/4PP2/r7/P5PP/3RR1K1 b - - 1 25,e5f7 h6g7,791,80,94,212,mate mateIn1 middlegame oneMove,https://lichess.org/Ws99N962/black#50,
08SYe,2k5/ppp5/4p3/2p4P/4Pr2/3P3q/PPP5/1K5R w - - 0 34,h1h3 f4f1,600,105,68,779,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/52MKudB7#67,
08SvM,6Qk/3q2pp/pp1B2b1/2p5/6P1/3P3r/PPP5/2K1RR2 b - - 0 30,h8g8 f1f8,796,77,100,301,endgame mate mateIn1 oneMove operaMate,https://lichess.org/2avkhSsk/black#60,
08Tsx,5r1k/3Q1pp1/p6p/8/1p2P1Pn/2bB3b/2P2P1P/6KR w - - 1 30,d7e7 h4f3,731,94,100,383,mate mateIn1 middlegame oneMove,https://lichess.org/uuzLC1WR#59,
